age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown
38,services,married,unknown,no,15,yes,no,cellular,18,may,233,1,-1,0,unknown
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure
24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,473,4,-1,0,unknown
45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown
55,management,married,tertiary,no,6770,no,no,cellular,27,apr,167,1,-1,0,unknown
59,retired,married,primary,no,1064,yes,no,cellular,6,may,88,2,-1,0,unknown
42,management,married,tertiary,no,365,yes,no,unknown,19,may,49,2,-1,0,unknown
57,technician,married,secondary,no,6164,no,no,cellular,19,nov,161,2,-1,0,unknown
56,management,divorced,tertiary,no,408,yes,no,unknown,27,may,274,1,-1,0,unknown
56,services,married,unknown,no,628,no,no,cellular,29,aug,96,2,-1,0,unknown
32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown
21,student,single,primary,no,3472,no,no,cellular,20,apr,66,3,-1,0,unknown
36,blue-collar,married,unknown,no,-400,yes,yes,cellular,6,may,362,2,307,1,failure
49,technician,married,tertiary,no,0,no,yes,cellular,28,jul,67,5,252,1,failure
25,technician,single,tertiary,no,468,yes,no,unknown,15,may,147,1,-1,0,unknown
25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown
33,management,single,tertiary,no,283,yes,no,cellular,14,may,40,1,-1,0,unknown
34,housemaid,married,primary,no,4,no,no,cellular,20,aug,55,4,-1,0,unknown
52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown
35,unemployed,married,secondary,no,547,yes,no,cellular,6,feb,527,2,-1,0,unknown
19,student,single,primary,no,56,no,no,cellular,12,aug,246,1,-1,0,unknown
58,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,unknown
50,management,divorced,secondary,no,458,no,no,cellular,3,feb,184,3,-1,0,unknown
32,management,single,tertiary,no,3886,yes,yes,unknown,29,may,151,7,-1,0,unknown
56,blue-collar,married,primary,no,-116,yes,no,cellular,8,may,1014,2,-1,0,unknown
40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,26,may,245,1,-1,0,unknown
33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown
35,self-employed,married,tertiary,no,1250,yes,no,cellular,2,apr,361,1,136,1,other
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,may,358,1,176,1,failure
31,services,married,secondary,no,-214,yes,no,unknown,27,may,198,1,-1,0,unknown
50,management,married,tertiary,no,1612,yes,no,cellular,10,jul,103,1,-1,0,unknown
28,admin.,single,secondary,no,350,yes,yes,unknown,19,may,5,2,-1,0,unknown
26,blue-collar,single,primary,no,230,yes,no,unknown,28,may,289,1,-1,0,unknown
25,student,single,unknown,no,92,no,no,cellular,27,may,297,1,-1,0,unknown
46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown
38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,unknown
53,retired,married,primary,no,3975,no,no,unknown,20,jun,23,2,-1,0,unknown
59,blue-collar,married,secondary,no,135,yes,no,cellular,6,apr,197,1,-1,0,unknown
49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown
29,self-employed,single,tertiary,no,871,yes,no,cellular,2,jun,310,1,-1,0,unknown
41,technician,married,unknown,no,-391,yes,yes,cellular,23,jul,137,1,-1,0,unknown
58,unknown,married,secondary,no,208,no,no,cellular,8,aug,121,2,-1,0,unknown
41,technician,single,secondary,no,-320,yes,no,unknown,9,may,128,1,-1,0,unknown
32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819,4,-1,0,unknown
40,technician,married,tertiary,no,84,no,no,cellular,28,aug,715,8,-1,0,unknown
41,management,divorced,secondary,no,276,yes,no,unknown,7,may,60,1,-1,0,unknown
45,technician,divorced,secondary,no,415,yes,no,cellular,6,feb,74,3,-1,0,unknown
36,admin.,single,secondary,no,0,yes,yes,cellular,21,nov,109,1,189,1,failure
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown
42,management,divorced,tertiary,no,0,no,no,cellular,17,nov,116,1,-1,0,unknown
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,-1,0,unknown
31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,220,3,-1,0,unknown
44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,-1,0,unknown
50,housemaid,married,primary,no,238,no,no,cellular,27,aug,968,5,-1,0,unknown
31,technician,married,secondary,no,1032,yes,no,unknown,26,may,70,6,-1,0,unknown
50,technician,married,secondary,no,-584,no,no,cellular,20,aug,75,2,-1,0,unknown
29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,482,2,-1,0,unknown
32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,1,-1,0,unknown
34,self-employed,divorced,unknown,no,28,no,yes,cellular,8,jul,245,1,-1,0,unknown
41,services,divorced,secondary,no,654,yes,no,cellular,13,may,139,2,-1,0,unknown
31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,-1,0,unknown
51,blue-collar,married,primary,no,202,yes,no,unknown,8,may,200,2,-1,0,unknown
36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success
59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,unknown
57,retired,divorced,secondary,no,1029,yes,no,cellular,8,may,165,1,-1,0,unknown
33,management,married,tertiary,no,437,yes,no,cellular,9,jul,293,1,-1,0,unknown
53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown
35,services,married,tertiary,no,0,yes,no,unknown,2,jun,312,2,-1,0,unknown
54,unemployed,married,secondary,no,3250,no,no,cellular,31,jul,94,3,-1,0,unknown
74,retired,married,unknown,no,7819,no,no,cellular,6,aug,165,3,-1,0,unknown
43,admin.,divorced,secondary,no,587,yes,no,cellular,17,jul,282,1,-1,0,unknown
48,blue-collar,married,secondary,no,861,no,no,telephone,9,feb,49,6,-1,0,unknown
42,blue-collar,married,primary,no,1742,yes,no,unknown,15,may,420,2,-1,0,unknown
38,admin.,divorced,secondary,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown
44,entrepreneur,married,tertiary,no,0,yes,no,unknown,9,jul,300,1,-1,0,unknown
25,admin.,single,secondary,no,120,yes,no,unknown,3,jun,542,1,-1,0,unknown
42,services,single,secondary,no,2348,yes,no,cellular,7,may,448,2,-1,0,unknown
32,student,single,tertiary,no,61,yes,no,cellular,12,may,130,3,-1,0,unknown
38,blue-collar,married,primary,no,580,yes,no,unknown,30,may,572,6,-1,0,unknown
34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown
42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,-1,0,unknown
30,services,married,secondary,no,517,no,no,cellular,11,dec,141,2,-1,0,unknown
35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,-1,0,unknown
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown
41,technician,single,secondary,no,-3,no,no,cellular,8,jul,413,1,-1,0,unknown
56,blue-collar,married,primary,no,0,no,no,cellular,7,aug,152,6,-1,0,unknown
25,technician,single,secondary,no,-55,yes,yes,cellular,7,jul,242,1,-1,0,unknown
58,retired,married,secondary,no,295,yes,yes,unknown,26,may,136,2,-1,0,unknown
32,management,married,primary,no,5,yes,no,cellular,16,apr,194,2,-1,0,unknown
57,management,married,unknown,no,0,no,no,cellular,30,sep,585,1,-1,0,unknown
33,blue-collar,married,primary,no,415,yes,no,cellular,5,may,316,1,337,4,success
28,admin.,single,secondary,no,7,yes,no,cellular,15,may,87,1,-1,0,unknown
36,management,single,tertiary,no,678,no,yes,unknown,4,jul,85,3,-1,0,unknown
25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,2,-1,0,unknown
59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure
37,technician,single,secondary,no,-59,yes,no,cellular,22,jul,70,1,-1,0,unknown
33,management,single,tertiary,no,4409,no,no,cellular,20,nov,92,2,-1,0,unknown
33,admin.,married,secondary,no,471,yes,no,unknown,2,jun,214,2,-1,0,unknown
43,blue-collar,married,unknown,no,285,yes,no,cellular,15,may,22,6,-1,0,unknown
56,technician,married,secondary,no,61,no,yes,cellular,8,jul,75,1,-1,0,unknown
45,housemaid,divorced,primary,no,413,yes,no,unknown,30,may,65,1,-1,0,unknown
39,services,divorced,secondary,no,1062,yes,no,unknown,20,jun,10,4,-1,0,unknown
56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown
38,technician,single,tertiary,no,38,no,no,unknown,16,jun,64,1,-1,0,unknown
39,technician,married,secondary,no,5574,no,no,cellular,14,aug,102,2,-1,0,unknown
51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,1,-1,0,unknown
28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown
48,blue-collar,married,secondary,no,1794,yes,yes,cellular,8,may,97,1,343,2,failure
36,entrepreneur,single,secondary,no,157,yes,no,unknown,8,may,41,1,-1,0,unknown
26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure
44,entrepreneur,divorced,tertiary,no,316,yes,no,cellular,18,nov,244,1,-1,0,unknown
49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,1,-1,0,unknown
43,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,242,1,-1,0,unknown
41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown
53,management,married,secondary,no,-264,no,yes,cellular,2,feb,150,1,-1,0,unknown
32,admin.,married,tertiary,no,233,yes,no,cellular,20,nov,102,4,-1,0,unknown
40,blue-collar,married,primary,no,309,yes,no,cellular,14,may,221,2,-1,0,unknown
40,blue-collar,married,primary,yes,11,yes,yes,unknown,5,jun,83,3,-1,0,unknown
55,admin.,married,unknown,no,98,no,yes,cellular,28,jan,214,1,-1,0,unknown
46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,nov,258,1,-1,0,unknown
47,services,single,unknown,no,1784,no,no,cellular,19,oct,385,2,-1,0,unknown
38,blue-collar,married,primary,no,563,yes,no,unknown,30,may,287,1,-1,0,unknown
30,unemployed,single,secondary,no,500,yes,no,unknown,2,jun,178,2,-1,0,unknown
35,services,married,secondary,no,1317,yes,no,unknown,21,may,69,4,-1,0,unknown
32,services,single,secondary,no,124,yes,no,cellular,6,feb,202,3,9,5,other
26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,46,1,-1,0,unknown
37,services,married,secondary,no,1498,yes,no,cellular,20,apr,107,1,-1,0,unknown
34,blue-collar,married,secondary,no,504,yes,no,unknown,28,may,260,2,-1,0,unknown
37,management,married,tertiary,no,984,yes,no,cellular,18,aug,180,4,-1,0,unknown
31,services,single,secondary,no,2070,no,no,cellular,29,aug,319,2,-1,0,unknown
35,blue-collar,married,secondary,no,-557,yes,yes,unknown,21,may,249,1,-1,0,unknown
50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown
28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown
21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,-1,0,unknown
46,management,married,tertiary,no,1698,yes,no,cellular,6,feb,90,1,-1,0,unknown
41,technician,divorced,secondary,no,4047,yes,no,cellular,4,may,14,5,75,1,success
33,blue-collar,married,secondary,no,0,no,yes,cellular,18,jul,453,3,-1,0,unknown
32,student,single,unknown,no,376,no,no,cellular,13,may,457,2,178,3,failure
48,admin.,married,secondary,no,2262,no,no,cellular,4,aug,70,1,-1,0,unknown
46,management,married,tertiary,no,1808,no,no,cellular,8,aug,172,2,-1,0,unknown
58,housemaid,married,primary,no,260,yes,no,telephone,15,may,71,5,364,3,failure
34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,unknown
57,management,married,tertiary,no,1171,no,no,cellular,8,aug,448,5,-1,0,unknown
46,admin.,single,secondary,no,19,yes,yes,cellular,18,jul,328,1,-1,0,unknown
41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure
31,blue-collar,married,secondary,no,1664,yes,no,cellular,7,may,603,2,17,2,failure
40,unemployed,married,secondary,no,1289,no,no,cellular,26,may,260,2,-1,0,unknown
54,housemaid,married,primary,no,311,yes,no,telephone,11,jul,470,2,-1,0,unknown
54,entrepreneur,married,primary,no,3343,yes,yes,unknown,16,may,216,1,-1,0,unknown
50,entrepreneur,married,secondary,no,1857,no,yes,unknown,19,jun,26,2,-1,0,unknown
60,technician,married,secondary,no,21,no,no,telephone,9,feb,172,4,-1,0,unknown
51,admin.,married,secondary,no,37,no,yes,unknown,20,jun,206,2,-1,0,unknown
36,management,married,tertiary,no,549,yes,no,cellular,18,nov,72,2,-1,0,unknown
45,admin.,married,secondary,no,840,yes,no,unknown,30,may,54,3,-1,0,unknown
32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown
36,admin.,single,secondary,no,0,no,no,cellular,4,feb,137,2,-1,0,unknown
49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown
26,services,single,secondary,no,76,yes,no,unknown,3,jun,177,1,-1,0,unknown
30,services,divorced,secondary,no,704,yes,no,cellular,25,jul,524,10,-1,0,unknown
45,blue-collar,married,unknown,no,1263,yes,no,unknown,19,may,283,3,-1,0,unknown
50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown
30,blue-collar,married,secondary,no,631,yes,no,cellular,19,nov,174,2,-1,0,unknown
60,housemaid,married,tertiary,no,443,no,no,unknown,5,jun,60,1,-1,0,unknown
48,services,divorced,secondary,no,-203,yes,no,cellular,18,may,156,5,297,1,other
57,retired,married,secondary,no,81,no,no,cellular,19,aug,118,3,-1,0,unknown
34,student,married,tertiary,no,3037,yes,no,telephone,21,nov,65,1,-1,0,unknown
57,housemaid,married,primary,no,688,no,no,cellular,21,jul,67,2,-1,0,unknown
37,blue-collar,married,primary,no,253,yes,no,unknown,19,jun,145,2,-1,0,unknown
26,student,single,secondary,no,2138,yes,no,cellular,15,may,18,8,371,1,other
31,blue-collar,single,secondary,no,1205,yes,no,cellular,16,apr,462,1,328,2,other
30,admin.,married,secondary,no,590,no,no,cellular,11,aug,443,3,-1,0,unknown
33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown
33,admin.,married,secondary,no,-111,yes,yes,unknown,20,jun,12,3,-1,0,unknown
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown
45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,653,2,-1,0,unknown
31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other
52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown
34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure
33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure
49,services,single,secondary,no,178,yes,yes,cellular,29,jan,197,1,-1,0,unknown
51,technician,married,secondary,no,-491,yes,yes,cellular,13,may,805,2,-1,0,unknown
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success
54,management,married,tertiary,no,122,yes,no,cellular,22,jul,126,3,-1,0,unknown
33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown
44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown
34,services,married,secondary,no,0,yes,no,unknown,20,may,79,1,-1,0,unknown
34,management,married,tertiary,no,436,no,yes,cellular,28,jul,118,4,-1,0,unknown
39,admin.,divorced,secondary,no,2679,yes,yes,unknown,23,may,811,1,-1,0,unknown
31,student,single,tertiary,no,64,no,no,cellular,15,sep,208,1,105,2,success
26,blue-collar,single,primary,no,1538,no,yes,cellular,28,jul,97,3,-1,0,unknown
34,blue-collar,single,secondary,no,152,yes,no,cellular,23,jul,112,1,-1,0,unknown
42,blue-collar,married,primary,no,208,yes,no,cellular,20,apr,82,1,-1,0,unknown
28,admin.,single,secondary,no,659,no,no,cellular,9,feb,70,2,-1,0,unknown
33,student,single,tertiary,no,254,yes,no,unknown,29,may,558,13,-1,0,unknown
44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,-1,0,unknown
31,management,single,tertiary,no,725,yes,no,cellular,27,apr,345,1,452,1,other
33,technician,married,tertiary,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown
32,services,married,secondary,no,-31,no,yes,telephone,30,jul,96,6,-1,0,unknown
32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,427,1,-1,0,unknown
27,entrepreneur,married,tertiary,no,1991,no,yes,cellular,7,sep,510,1,-1,0,unknown
27,blue-collar,married,secondary,no,77,yes,no,cellular,4,feb,253,1,-1,0,unknown
32,blue-collar,married,primary,no,634,no,no,cellular,29,jan,696,1,-1,0,unknown
37,management,single,tertiary,no,400,yes,no,unknown,16,jun,244,1,-1,0,unknown
45,services,married,secondary,no,4060,yes,no,unknown,15,may,238,1,-1,0,unknown
47,services,married,primary,no,206,no,no,cellular,11,aug,71,3,-1,0,unknown
42,blue-collar,married,primary,no,608,yes,no,cellular,8,may,67,2,-1,0,unknown
50,admin.,divorced,secondary,yes,-500,yes,no,unknown,14,may,148,3,-1,0,unknown
59,services,married,secondary,no,33,yes,no,cellular,11,may,138,1,-1,0,unknown
33,blue-collar,married,primary,no,2615,yes,no,unknown,27,may,143,8,-1,0,unknown
43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown
43,unemployed,single,primary,no,698,yes,no,unknown,14,may,322,1,-1,0,unknown
26,unemployed,single,secondary,no,130,yes,no,cellular,15,may,283,3,-1,0,unknown
22,admin.,single,tertiary,no,377,no,no,cellular,5,jun,155,1,-1,0,unknown
34,management,married,tertiary,no,105,yes,no,unknown,6,may,314,3,-1,0,unknown
60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,401,1,-1,0,unknown
37,admin.,single,secondary,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown
40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown
50,admin.,married,primary,no,-75,no,yes,telephone,9,jul,233,7,-1,0,unknown
54,blue-collar,married,primary,no,211,no,no,cellular,25,aug,160,6,-1,0,unknown
54,admin.,divorced,secondary,no,-394,yes,no,cellular,15,may,895,5,365,2,failure
34,management,single,tertiary,no,3,no,no,cellular,5,feb,16,5,-1,0,unknown
48,unemployed,married,primary,no,296,yes,no,unknown,9,may,164,8,-1,0,unknown
38,blue-collar,single,secondary,no,397,yes,no,cellular,17,apr,282,1,-1,0,unknown
41,services,married,secondary,no,639,yes,no,unknown,8,may,1187,2,-1,0,unknown
33,unemployed,single,secondary,no,0,yes,yes,cellular,25,aug,159,2,-1,0,unknown
33,services,married,secondary,no,740,no,yes,unknown,30,jun,266,3,-1,0,unknown
57,technician,married,secondary,no,9689,yes,no,unknown,20,jun,313,1,-1,0,unknown
32,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,67,2,-1,0,unknown
40,management,married,tertiary,no,552,no,no,cellular,28,jul,761,8,-1,0,unknown
36,services,married,secondary,no,184,yes,no,unknown,7,may,128,3,-1,0,unknown
41,management,divorced,tertiary,no,1064,no,no,cellular,25,aug,81,4,-1,0,unknown
34,management,divorced,tertiary,no,36,no,no,telephone,29,aug,77,7,-1,0,unknown
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success
34,student,single,unknown,no,86,no,no,cellular,16,nov,244,2,178,1,failure
48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown
49,housemaid,married,primary,no,360,no,no,unknown,30,jun,6,1,-1,0,unknown
77,retired,divorced,primary,no,2693,no,no,cellular,25,oct,83,2,94,12,other
53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,unknown
34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,374,16,-1,0,unknown
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown
46,management,married,tertiary,no,74,yes,no,cellular,7,jul,15,11,-1,0,unknown
46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown
35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,1,-1,0,unknown
49,retired,married,primary,no,2665,yes,no,unknown,13,may,67,1,-1,0,unknown
27,admin.,single,tertiary,no,662,no,no,cellular,30,apr,47,1,-1,0,unknown
28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other
52,blue-collar,married,secondary,no,-397,no,yes,cellular,4,aug,151,1,-1,0,unknown
48,technician,married,secondary,no,-38,yes,no,cellular,13,may,331,3,-1,0,unknown
50,management,married,tertiary,no,536,no,no,unknown,20,jun,75,3,-1,0,unknown
51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown
42,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,-1,0,unknown
29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,-1,0,unknown
42,management,divorced,tertiary,no,20,no,no,cellular,25,jul,64,2,-1,0,unknown
32,services,single,secondary,no,335,yes,yes,unknown,4,jul,99,1,-1,0,unknown
36,management,married,tertiary,no,369,no,no,cellular,8,aug,75,2,-1,0,unknown
76,housemaid,married,primary,no,1483,no,no,cellular,2,aug,90,4,-1,0,unknown
57,housemaid,married,primary,no,53,no,no,unknown,1,jul,215,3,-1,0,unknown
39,services,married,secondary,no,1367,yes,no,unknown,9,jun,53,4,-1,0,unknown
46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown
25,technician,single,secondary,no,886,no,no,cellular,12,aug,121,1,-1,0,unknown
54,blue-collar,married,primary,no,551,yes,no,cellular,17,apr,251,1,263,2,failure
38,admin.,married,secondary,no,-295,no,no,cellular,14,jul,356,3,-1,0,unknown
26,entrepreneur,married,secondary,no,321,yes,yes,cellular,23,jul,638,2,-1,0,unknown
32,blue-collar,married,secondary,yes,-354,yes,yes,unknown,28,may,51,2,-1,0,unknown
43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown
49,admin.,married,secondary,no,1096,yes,no,cellular,17,apr,609,1,303,5,failure
45,self-employed,married,unknown,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown
35,blue-collar,married,primary,no,828,no,no,unknown,2,jun,468,8,-1,0,unknown
29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown
42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140,1,-1,0,unknown
31,services,single,secondary,no,864,yes,no,cellular,6,may,100,1,-1,0,unknown
44,technician,single,secondary,no,-34,no,yes,cellular,27,aug,14,13,-1,0,unknown
34,blue-collar,divorced,secondary,no,176,yes,no,cellular,15,may,67,1,368,5,failure
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown
33,technician,married,tertiary,no,79,yes,yes,cellular,9,feb,390,8,-1,0,unknown
34,management,married,tertiary,no,1184,yes,no,cellular,5,may,415,1,-1,0,unknown
41,technician,single,secondary,no,1680,yes,no,unknown,2,jun,76,2,-1,0,unknown
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168,1,-1,0,unknown
58,retired,married,secondary,no,0,yes,no,unknown,26,may,77,1,-1,0,unknown
49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown
33,management,married,tertiary,no,540,no,no,cellular,11,aug,79,4,-1,0,unknown
38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success
29,services,single,secondary,no,102,no,no,cellular,11,jan,111,1,210,4,failure
36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown
45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,2,-1,0,unknown
50,services,single,primary,no,148,yes,no,unknown,7,may,198,2,-1,0,unknown
34,blue-collar,married,primary,no,-703,yes,no,cellular,18,may,160,2,-1,0,unknown
66,retired,married,secondary,no,3409,no,no,cellular,15,nov,414,2,27,6,failure
39,technician,married,secondary,no,4444,yes,no,unknown,21,may,244,1,-1,0,unknown
26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,225,1,-1,0,unknown
35,management,married,secondary,no,839,yes,no,unknown,23,may,50,3,-1,0,unknown
34,admin.,married,secondary,no,642,yes,no,cellular,17,apr,351,1,-1,0,unknown
34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown
44,management,married,tertiary,no,38,no,no,cellular,22,aug,98,5,-1,0,unknown
38,management,married,secondary,no,0,yes,no,unknown,27,may,233,2,-1,0,unknown
57,retired,married,primary,no,903,no,no,unknown,16,jun,141,1,-1,0,unknown
38,management,single,tertiary,no,171,yes,yes,cellular,6,may,60,1,272,3,failure
53,management,married,secondary,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown
31,management,single,tertiary,no,307,no,no,cellular,8,jul,361,1,229,2,failure
33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other
35,self-employed,married,tertiary,no,1820,yes,yes,cellular,29,jan,120,1,-1,0,unknown
28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown
37,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown
53,technician,married,secondary,no,65,no,no,cellular,25,nov,99,1,92,2,failure
34,technician,single,secondary,no,347,yes,no,cellular,24,jul,947,6,-1,0,unknown
32,management,divorced,tertiary,no,530,yes,no,cellular,3,apr,170,1,-1,0,unknown
32,admin.,married,secondary,no,3473,no,no,cellular,28,jan,112,1,-1,0,unknown
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown
30,blue-collar,married,primary,no,0,yes,no,cellular,15,may,432,1,-1,0,unknown
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown
37,entrepreneur,married,tertiary,no,298,no,no,cellular,27,aug,183,5,-1,0,unknown
31,blue-collar,married,secondary,no,3298,yes,no,unknown,21,may,175,2,-1,0,unknown
66,retired,married,secondary,no,995,no,no,cellular,27,feb,131,2,-1,0,unknown
58,blue-collar,married,secondary,no,-37,yes,no,unknown,27,may,140,2,-1,0,unknown
32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown
30,management,single,tertiary,no,73,no,no,cellular,25,aug,114,6,-1,0,unknown
41,technician,married,secondary,no,799,no,no,cellular,31,jul,125,6,-1,0,unknown
43,services,married,secondary,no,354,yes,no,telephone,4,feb,49,2,-1,0,unknown
35,unemployed,married,secondary,no,330,no,no,cellular,30,jan,645,4,-1,0,unknown
